"code","school_name","district_name","api11","api10","latitude","longitude"
"38684786041412","Marshall Elementary","San Francisco Unified","774","758","37.766703","-122.41910"
"38684786041420","McKinley Elementary","San Francisco Unified","824","822","37.767254","-122.43660"
"38684786041438","Miraloma Elementary","San Francisco Unified","865","865","37.739334","-122.45021"
"38684786041446","Monroe Elementary","San Francisco Unified","816","808","37.725398","-122.43048"
"38684786041487","Paul Revere Elementary","San Francisco Unified","683","655","37.737114","-122.41318"
"38684786041503","Rosa Parks Elementary","San Francisco Unified","747","713","37.783711","-122.42946"
"38684786041511","Redding Elementary","San Francisco Unified","832","794","37.789753","-122.41922"
"38684786041529","Robert Louis Stevenson Elementary","San Francisco Unified","926","923","37.748858","-122.49226"
"38684786041545","Sanchez Elementary","San Francisco Unified","691","677","37.763961","-122.43080"
"38684786041560","Sheridan Elementary","San Francisco Unified","790","825","37.714331","-122.45909"
"38684786041578","Sherman Elementary","San Francisco Unified","932","941","37.797803","-122.42611"
"38684786041594","Spring Valley Elementary","San Francisco Unified","827","846","37.794433","-122.41900"
"38684786041602","Starr King Elementary","San Francisco Unified","786","724","37.752761","-122.39938"
"38684786041610","Sunnyside Elementary","San Francisco Unified","807","768","37.730302","-122.44883"
"38684786041644","Sutro Elementary","San Francisco Unified","866","885","37.783929","-122.47099"
"38684786041685","Ulloa Elementary","San Francisco Unified","936","914","37.737297","-122.49998"
"38684786041701","Visitacion Valley Elementary","San Francisco Unified","807","826","37.712687","-122.41040"
"38684786041727","West Portal Elementary","San Francisco Unified","902","904","37.743570","-122.46471"
"38684786059828","A. P. Giannini Middle","San Francisco Unified","882","874","37.751448","-122.49702"
"38684786059844","Francisco Middle","San Francisco Unified","718","707","37.804808","-122.41172"
"38684786059851","Herbert Hoover Middle","San Francisco Unified","820","820","37.745345","-122.47034"
"38684786059869","James Denman Middle","San Francisco Unified","721","722","37.722016","-122.44330"
"38684786059885","Martin Luther King Jr. Academic Middle","San Francisco Unified","694","710","37.727954","-122.40488"
"38684786059901","Roosevelt Middle","San Francisco Unified","855","864","37.782289","-122.45835"
"38684786059919","Visitacion Valley Middle","San Francisco Unified","664","691","37.714745","-122.41250"
"38684786062020","Aptos Middle","San Francisco Unified","828","829","37.730238","-122.46627"
"38684786062038","Everett Middle","San Francisco Unified","638","607","37.763619","-122.42968"
"38684786062046","Horace Mann Middle","San Francisco Unified","682","653","37.753737","-122.41974"
"38684786062053","James Lick Middle","San Francisco Unified","738","726","37.749542","-122.43172"
"38684786062061","Marina Middle","San Francisco Unified","797","806","37.801666","-122.43639"
"38684786062079","Presidio Middle","San Francisco Unified","864","871","37.780828","-122.49013"
"38684786089775","Rooftop Elementary","San Francisco Unified","868","883","37.754420","-122.44392"
"38684786093496","George Washington Carver Elementary","San Francisco Unified","701","701","37.732379","-122.38640"
"38684786097919","New Traditions Elementary","San Francisco Unified","836","802","37.774331","-122.45033"
"38684786099154","George R. Moscone Elementary","San Francisco Unified","844","843","37.756241","-122.41227"
"38684786102479","Claire Lilienthal Elementary","San Francisco Unified","906","900","37.803315","-122.44290"
"38684786113245","Alice Fong Yu Elementary","San Francisco Unified","955","947","37.759409","-122.46928"
"38684786113997","Sunset Elementary","San Francisco Unified","914","890","37.750743","-122.49983"
