"code","school_name","district_name","api12","api11","latitude","longitude"
"38684780111427","Feinstein (Dianne) Elementary","San Francisco Unified","873","889","37.739963","-122.48189"
"38684780123265","Gateway Middle","San Francisco Unified","850","B","",""
"38684786040695","Alamo Elementary","San Francisco Unified","909","896","37.783000","-122.48226"
"38684786040703","Alvarado Elementary","San Francisco Unified","848","847","37.753709","-122.43816"
"38684786040737","Argonne Elementary","San Francisco Unified","896","883","37.775144","-122.47683"
"38684786040760","Harte (Bret) Elementary","San Francisco Unified","656","650","37.718631","-122.38888"
"38684786040778","Bryant Elementary","San Francisco Unified","731","701","37.755258","-122.40849"
"38684786040828","Clarendon Alternative Elementary","San Francisco Unified","949","945","37.752982","-122.45607"
"38684786040836","Cleveland Elementary","San Francisco Unified","676","665","37.720749","-122.42907"
"38684786040851","Sloat (Commodore) Elementary","San Francisco Unified","883","887","37.731909","-122.47096"
"38684786040877","Lau (Gordon J.) Elementary","San Francisco Unified","833","829","37.794403","-122.40879"
"38684786040893","Webster (Daniel) Elementary","San Francisco Unified","701","672","37.760484","-122.39627"
"38684786040919","Milk (Harvey) Civil Rights Elementary","San Francisco Unified","854","823","37.759175","-122.43634"
"38684786040943","Taylor (Edward R.) Elementary","San Francisco Unified","878","887","37.728025","-122.40734"
"38684786040950","El Dorado Elementary","San Francisco Unified","696","700","37.719259","-122.40670"
"38684786040968","Cobb (William L.) Elementary","San Francisco Unified","713","755","37.788200","-122.43919"
"38684786040984","Fairmount Elementary","San Francisco Unified","758","764","37.740653","-122.42562"
"38684786041008","Key (Francis Scott) Elementary","San Francisco Unified","901","884","37.758151","-122.50253"
"38684786041016","McCoppin (Frank) Elementary","San Francisco Unified","805","866","37.776285","-122.46398"
"38684786041040","Garfield Elementary","San Francisco Unified","862","812","37.801771","-122.40673"
"38684786041065","Peabody (George) Elementary","San Francisco Unified","928","902","37.783945","-122.46453"
"38684786041073","Glen Park Elementary","San Francisco Unified","777","754","37.733110","-122.43612"
"38684786041115","Grattan Elementary","San Francisco Unified","923","882","37.763884","-122.45053"
"38684786041123","Guadalupe Elementary","San Francisco Unified","820","804","37.710461","-122.43442"
"38684786041131","Yick Wo Elementary","San Francisco Unified","918","905","37.801906","-122.41627"
"38684786041149","Chavez (Cesar) Elementary","San Francisco Unified","661","B","37.754914","-122.41487"
"38684786041156","Hillcrest Elementary","San Francisco Unified","725","706","37.729053","-122.41924"
"38684786041206","Parker (Jean) Elementary","San Francisco Unified","831","844","37.797614","-122.41102"
"38684786041230","Jefferson Elementary","San Francisco Unified","910","897","37.763575","-122.47636"
"38684786041255","Muir (John) Elementary","San Francisco Unified","715","688","37.773764","-122.42866"
"38684786041271","Ortega (Jose) Elementary","San Francisco Unified","844","803","37.716139","-122.46626"
"38684786041289","Serra (Junipero) Elementary","San Francisco Unified","716","745","37.736735","-122.42110"
"38684786041305","Lafayette Elementary","San Francisco Unified","918","907","37.777055","-122.49687"
"38684786041321","Lakeshore Alternative Elementary","San Francisco Unified","773","B","37.730607","-122.48618"
"38684786041339","Lawton Alternative Elementary","San Francisco Unified","928","919","37.757946","-122.48962"
"38684786041347","Flynn (Leonard R.) Elementary","San Francisco Unified","738","710","37.748215","-122.41203"
"38684786041362","Longfellow Elementary","San Francisco Unified","813","825","37.710483","-122.44770"
"38684786041412","Marshall Elementary","San Francisco Unified","768","774","37.766703","-122.41910"
"38684786041420","McKinley Elementary","San Francisco Unified","864","824","37.767254","-122.43660"
"38684786041438","Miraloma Elementary","San Francisco Unified","884","865","37.739334","-122.45021"
"38684786041446","Monroe Elementary","San Francisco Unified","807","818","37.725398","-122.43048"
"38684786041487","Revere (Paul) Elementary","San Francisco Unified","753","683","37.737114","-122.41318"
"38684786041503","Parks (Rosa) Elementary","San Francisco Unified","792","747","37.783711","-122.42946"
"38684786041511","Redding Elementary","San Francisco Unified","838","832","37.789753","-122.41922"
"38684786041529","Stevenson (Robert Louis) Elementary","San Francisco Unified","931","928","37.748858","-122.49226"
"38684786041545","Sanchez Elementary","San Francisco Unified","761","693","37.763961","-122.43080"
"38684786041560","Sheridan Elementary","San Francisco Unified","770","788","37.714331","-122.45909"
"38684786041578","Sherman Elementary","San Francisco Unified","908","932","37.797803","-122.42611"
"38684786041594","Spring Valley Elementary","San Francisco Unified","836","831","37.794433","-122.41900"
"38684786041602","King (Starr) Elementary","San Francisco Unified","793","786","37.752761","-122.39938"
"38684786041610","Sunnyside Elementary","San Francisco Unified","823","807","37.730302","-122.44883"
"38684786041644","Sutro Elementary","San Francisco Unified","877","866","37.783929","-122.47099"
"38684786041685","Ulloa Elementary","San Francisco Unified","936","936","37.737297","-122.49998"
"38684786041701","Visitacion Valley Elementary","San Francisco Unified","780","806","37.712687","-122.41040"
"38684786041727","West Portal Elementary","San Francisco Unified","906","902","37.743570","-122.46471"
"38684786059828","Giannini (A.P.) Middle","San Francisco Unified","879","882","37.751448","-122.49702"
"38684786059844","Francisco Middle","San Francisco Unified","710","718","37.804808","-122.41172"
"38684786059851","Hoover (Herbert) Middle","San Francisco Unified","823","820","37.745345","-122.47034"
"38684786059869","Denman (James) Middle","San Francisco Unified","733","721","37.722016","-122.44330"
"38684786059885","King Jr. (Martin Luther) Academic Middle","San Francisco Unified","695","693","37.727954","-122.40488"
"38684786059901","Roosevelt Middle","San Francisco Unified","858","856","37.782289","-122.45835"
"38684786059919","Visitacion Valley Middle","San Francisco Unified","646","663","37.714745","-122.41250"
"38684786062020","Aptos Middle","San Francisco Unified","822","828","37.730238","-122.46627"
"38684786062038","Everett Middle","San Francisco Unified","693","639","37.763619","-122.42968"
"38684786062053","Lick (James) Middle","San Francisco Unified","750","738","37.749542","-122.43172"
"38684786062061","Marina Middle","San Francisco Unified","807","798","37.801666","-122.43639"
"38684786062079","Presidio Middle","San Francisco Unified","896","864","37.780828","-122.49013"
"38684786089775","Rooftop Elementary","San Francisco Unified","876","868","37.754420","-122.44392"
"38684786093496","Carver (George Washington) Elementary","San Francisco Unified","740","698","37.732379","-122.38640"
