"code","school_name","district_name","api09","api08","latitude","longitude"
"38684786041156","Hillcrest Elementary","San Francisco Unified","679","669","37.729053","-122.41924"
"38684786041206","Jean Parker Elementary","San Francisco Unified","832","836","37.797614","-122.41102"
"38684786041230","Jefferson Elementary","San Francisco Unified","882","870","37.763575","-122.47636"
"38684786041255","John Muir Elementary","San Francisco Unified","592","634","37.773764","-122.42866"
"38684786041271","Jose Ortega Elementary","San Francisco Unified","782","797","37.716139","-122.46626"
"38684786041289","Junipero Serra Elementary","San Francisco Unified","","","37.736735","-122.42110"
"38684786041305","Lafayette Elementary","San Francisco Unified","859","847","37.777055","-122.49687"
"38684786041321","Lakeshore Alternative Elementary","San Francisco Unified","812","829","37.730607","-122.48618"
"38684786041339","Lawton Alternative Elementary","San Francisco Unified","912","909","37.757946","-122.48962"
"38684786041347","Leonard R. Flynn Elementary","San Francisco Unified","668","684","37.748215","-122.41203"
"38684786041362","Longfellow Elementary","San Francisco Unified","802","813","37.710483","-122.44770"
"38684786041412","Marshall Elementary","San Francisco Unified","746","706","37.766703","-122.41910"
"38684786041420","McKinley Elementary","San Francisco Unified","810","786","37.767254","-122.43660"
"38684786041438","Miraloma Elementary","San Francisco Unified","851","810","37.739334","-122.45021"
"38684786041446","Monroe Elementary","San Francisco Unified","803","783","37.725398","-122.43048"
"38684786041487","Paul Revere Elementary","San Francisco Unified","623","636","37.737114","-122.41318"
"38684786041503","Rosa Parks Elementary","San Francisco Unified","713","721","37.783711","-122.42946"
"38684786041511","Redding Elementary","San Francisco Unified","794","784","37.789753","-122.41922"
"38684786041529","Robert Louis Stevenson Elementary","San Francisco Unified","921","912","37.748858","-122.49226"
"38684786041545","Sanchez Elementary","San Francisco Unified","691","677","37.763961","-122.43080"
"38684786041560","Sheridan Elementary","San Francisco Unified","833","813","37.714331","-122.45909"
"38684786041578","Sherman Elementary","San Francisco Unified","867","883","37.797803","-122.42611"
"38684786041594","Spring Valley Elementary","San Francisco Unified","823","831","37.794433","-122.41900"
"38684786041602","Starr King Elementary","San Francisco Unified","705","699","37.752761","-122.39938"
"38684786041610","Sunnyside Elementary","San Francisco Unified","812","744","37.730302","-122.44883"
"38684786041644","Sutro Elementary","San Francisco Unified","864","836","37.783929","-122.47099"
"38684786041685","Ulloa Elementary","San Francisco Unified","911","892","37.737297","-122.49998"
"38684786041701","Visitacion Valley Elementary","San Francisco Unified","823","829","37.712687","-122.41040"
"38684786041727","West Portal Elementary","San Francisco Unified","900","899","37.743570","-122.46471"
"38684786059828","A. P. Giannini Middle","San Francisco Unified","869","865","37.751448","-122.49702"
"38684786059844","Francisco Middle","San Francisco Unified","666","677","37.804808","-122.41172"
"38684786059851","Herbert Hoover Middle","San Francisco Unified","833","827","37.745345","-122.47034"
"38684786059869","James Denman Middle","San Francisco Unified","690","693","37.722016","-122.44330"
"38684786059885","Martin Luther King Jr. Academic Middle","San Francisco Unified","707","711","37.727954","-122.40488"
"38684786059901","Roosevelt Middle","San Francisco Unified","873","866","37.782289","-122.45835"
"38684786059919","Visitacion Valley Middle","San Francisco Unified","652","661","37.714745","-122.41250"
"38684786062020","Aptos Middle","San Francisco Unified","840","818","37.730238","-122.46627"
"38684786062038","Everett Middle","San Francisco Unified","647","607","37.763619","-122.42968"
"38684786062046","Horace Mann Middle","San Francisco Unified","623","600","37.753737","-122.41974"
"38684786062053","James Lick Middle","San Francisco Unified","726","719","37.749542","-122.43172"
"38684786062061","Marina Middle","San Francisco Unified","792","812","37.801666","-122.43639"
"38684786062079","Presidio Middle","San Francisco Unified","875","881","37.780828","-122.49013"
"38684786089775","Rooftop Elementary","San Francisco Unified","877","860","37.754420","-122.44392"
"38684786093496","George Washington Carver Elementary","San Francisco Unified","667","678","37.732379","-122.38640"
"38684786097919","New Traditions Elementary","San Francisco Unified","807","760","37.774331","-122.45033"
"38684786099154","George R. Moscone Elementary","San Francisco Unified","844","855","37.756241","-122.41227"
"38684786102479","Claire Lilienthal Elementary","San Francisco Unified","913","889","37.803315","-122.44290"
"38684786113245","Alice Fong Yu Elementary","San Francisco Unified","951","946","37.759409","-122.46928"
"38684786113997","Sunset Elementary","San Francisco Unified","888","871","37.750743","-122.49983"
