"code","school_name","district_name","api08","api07","latitude","longitude"
"38684786041594","Spring Valley Elementary","San Francisco Unified","833","808","37.794433","-122.41900"
"38684786041602","Starr King Elementary","San Francisco Unified","697","712","37.752761","-122.39938"
"38684786041610","Sunnyside Elementary","San Francisco Unified","750","761","37.730302","-122.44883"
"38684786041644","Sutro Elementary","San Francisco Unified","837","838","37.783929","-122.47099"
"38684786041685","Ulloa Elementary","San Francisco Unified","903","886","37.737297","-122.49998"
"38684786041701","Visitacion Valley Elementary","San Francisco Unified","835","804","37.712687","-122.41040"
"38684786041727","West Portal Elementary","San Francisco Unified","907","897","37.743570","-122.46471"
"38684786059828","A. P. Giannini Middle","San Francisco Unified","870","859","37.751448","-122.49702"
"38684786059844","Francisco Middle","San Francisco Unified","680","678","37.804808","-122.41172"
"38684786059851","Herbert Hoover Middle","San Francisco Unified","818","827","37.745345","-122.47034"
"38684786059869","James Denman Middle","San Francisco Unified","698","697","37.722016","-122.44330"
"38684786059885","Martin Luther King Jr. Academic Middle","San Francisco Unified","704","722","37.727954","-122.40488"
"38684786059901","Roosevelt Middle","San Francisco Unified","850","822","37.782289","-122.45835"
"38684786059919","Visitacion Valley Middle","San Francisco Unified","663","666","37.714745","-122.41250"
"38684786062020","Aptos Middle","San Francisco Unified","792","776","37.730238","-122.46627"
"38684786062038","Everett Middle","San Francisco Unified","591","597","37.763619","-122.42968"
"38684786062046","Horace Mann Middle","San Francisco Unified","592","571","37.753737","-122.41974"
"38684786062053","James Lick Middle","San Francisco Unified","693","693","37.749542","-122.43172"
"38684786062061","Marina Middle","San Francisco Unified","790","790","37.801666","-122.43639"
"38684786062079","Presidio Middle","San Francisco Unified","865","849","37.780828","-122.49013"
"38684786089775","Rooftop Elementary","San Francisco Unified","858","847","37.754420","-122.44392"
"38684786093496","George Washington Carver Elementary","San Francisco Unified","672","649","37.732379","-122.38640"
"38684786097919","New Traditions Elementary","San Francisco Unified","785","738","37.774331","-122.45033"
"38684786099154","George R. Moscone Elementary","San Francisco Unified","856","831","37.756241","-122.41227"
"38684786102479","Claire Lilienthal Elementary","San Francisco Unified","892","871","37.803315","-122.44290"
"38684786113245","Alice Fong Yu Elementary","San Francisco Unified","948","942","37.759409","-122.46928"
"38684786113997","Sunset Elementary","San Francisco Unified","873","854","37.750743","-122.49983"
