"code","school_name","district_name","api10","api09","latitude","longitude"
"38684786041362","Longfellow Elementary","San Francisco Unified","808","802","37.710483","-122.44770"
"38684786041412","Marshall Elementary","San Francisco Unified","758","745","37.766703","-122.41910"
"38684786041420","McKinley Elementary","San Francisco Unified","822","810","37.767254","-122.43660"
"38684786041438","Miraloma Elementary","San Francisco Unified","865","851","37.739334","-122.45021"
"38684786041446","Monroe Elementary","San Francisco Unified","808","803","37.725398","-122.43048"
"38684786041487","Paul Revere Elementary","San Francisco Unified","655","624","37.737114","-122.41318"
"38684786041503","Rosa Parks Elementary","San Francisco Unified","713","713","37.783711","-122.42946"
"38684786041511","Redding Elementary","San Francisco Unified","794","794","37.789753","-122.41922"
"38684786041529","Robert Louis Stevenson Elementary","San Francisco Unified","923","920","37.748858","-122.49226"
"38684786041545","Sanchez Elementary","San Francisco Unified","677","692","37.763961","-122.43080"
"38684786041560","Sheridan Elementary","San Francisco Unified","825","832","37.714331","-122.45909"
"38684786041578","Sherman Elementary","San Francisco Unified","941","867","37.797803","-122.42611"
"38684786041594","Spring Valley Elementary","San Francisco Unified","846","823","37.794433","-122.41900"
"38684786041602","Starr King Elementary","San Francisco Unified","724","706","37.752761","-122.39938"
"38684786041610","Sunnyside Elementary","San Francisco Unified","768","812","37.730302","-122.44883"
"38684786041644","Sutro Elementary","San Francisco Unified","885","864","37.783929","-122.47099"
"38684786041685","Ulloa Elementary","San Francisco Unified","914","911","37.737297","-122.49998"
"38684786041701","Visitacion Valley Elementary","San Francisco Unified","826","822","37.712687","-122.41040"
"38684786041727","West Portal Elementary","San Francisco Unified","904","900","37.743570","-122.46471"
"38684786059828","A. P. Giannini Middle","San Francisco Unified","874","862","37.751448","-122.49702"
"38684786059844","Francisco Middle","San Francisco Unified","707","665","37.804808","-122.41172"
"38684786059851","Herbert Hoover Middle","San Francisco Unified","820","820","37.745345","-122.47034"
"38684786059869","James Denman Middle","San Francisco Unified","723","688","37.722016","-122.44330"
"38684786059885","Martin Luther King Jr. Academic Middle","San Francisco Unified","712","698","37.727954","-122.40488"
"38684786059901","Roosevelt Middle","San Francisco Unified","864","861","37.782289","-122.45835"
"38684786059919","Visitacion Valley Middle","San Francisco Unified","690","650","37.714745","-122.41250"
"38684786062020","Aptos Middle","San Francisco Unified","832","824","37.730238","-122.46627"
"38684786062038","Everett Middle","San Francisco Unified","607","638","37.763619","-122.42968"
"38684786062046","Horace Mann Middle","San Francisco Unified","654","623","37.753737","-122.41974"
"38684786062053","James Lick Middle","San Francisco Unified","729","718","37.749542","-122.43172"
"38684786062061","Marina Middle","San Francisco Unified","806","780","37.801666","-122.43639"
"38684786062079","Presidio Middle","San Francisco Unified","871","863","37.780828","-122.49013"
"38684786089775","Rooftop Elementary","San Francisco Unified","884","874","37.754420","-122.44392"
"38684786093496","George Washington Carver Elementary","San Francisco Unified","701","667","37.732379","-122.38640"
"38684786097919","New Traditions Elementary","San Francisco Unified","802","807","37.774331","-122.45033"
"38684786099154","George R. Moscone Elementary","San Francisco Unified","843","844","37.756241","-122.41227"
"38684786102479","Claire Lilienthal Elementary","San Francisco Unified","901","911","37.803315","-122.44290"
"38684786113245","Alice Fong Yu Elementary","San Francisco Unified","947","951","37.759409","-122.46928"
"38684786113997","Sunset Elementary","San Francisco Unified","890","888","37.750743","-122.49983"
