school,code,district,api,api_old,school_latitude,school_longitude,crime_caseID,date_time,crime,crime_latitude,crime_longitude,url,description
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,96074380,2009-08-22T01:00:00-07:00,Theft,37.773246,-122.428992,http://sanfrancisco.crimespotting.org/crime/2009-08-22/Theft/671361,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,96067915,2009-08-10T00:01:00-07:00,Theft,37.773552,-122.429096,http://sanfrancisco.crimespotting.org/crime/2009-08-10/Theft/668596,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,96125814,2009-11-22T16:00:00-08:00,Vandalism,37.773246,-122.428992,http://sanfrancisco.crimespotting.org/crime/2009-11-22/Vandalism/691757,MALICIOUS MISCHIEF&VANDALISM
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100291442,2010-03-28T09:30:00-07:00,Burglary,37.774726,-122.42915,http://sanfrancisco.crimespotting.org/crime/2010-03-28/Burglary/571952,BURGLARY&HOT PROWL&UNLAWFUL ENTRY
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,91240520,2009-12-01T18:00:00-08:00,Burglary,37.774006,-122.429101,http://sanfrancisco.crimespotting.org/crime/2009-12-01/Burglary/693535,BURGLARY&UNLAWFUL ENTRY
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100492725,2010-05-21T10:00:00-07:00,Vandalism,37.774612,-122.429126,http://sanfrancisco.crimespotting.org/crime/2010-05-21/Vandalism/581636,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100056951,2010-01-18T04:31:00-08:00,Simple Assault,37.772647,-122.428828,http://sanfrancisco.crimespotting.org/crime/2010-01-18/Simple_Assault/558907,AGGRAVATED ASSAULT WITH A DEADLY WEAPON (ARREST&BOOKED)
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100270292,2010-03-22T14:30:00-07:00,Vandalism,37.774417,-122.427578,http://sanfrancisco.crimespotting.org/crime/2010-03-22/Vandalism/570900,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES (ARREST&BOOKED)
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,90878419,2009-08-27T00:25:00-07:00,Vehicle Theft,37.774182,-122.429179,http://sanfrancisco.crimespotting.org/crime/2009-08-27/Vehicle_Theft/672566,STOLEN TRUCK
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,106022346,2010-02-17T21:30:00-08:00,Vandalism,37.773246,-122.428992,http://sanfrancisco.crimespotting.org/crime/2010-02-17/Vandalism/564985,MALICIOUS MISCHIEF&VANDALISM
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100056155,2010-01-17T21:10:00-08:00,Robbery,37.773381,-122.428199,http://sanfrancisco.crimespotting.org/crime/2010-01-17/Robbery/558864,ROBBERY&BODILY FORCE
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,91143344,2009-11-05T21:18:00-08:00,Robbery,37.773773,-122.427468,http://sanfrancisco.crimespotting.org/crime/2009-11-05/Robbery/688157,ROBBERY OF A RESIDENCE WITH BODILY FORCE
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,90890902,2009-08-30T10:10:00-07:00,Vandalism,37.772534,-122.428806,http://sanfrancisco.crimespotting.org/crime/2009-08-30/Vandalism/673403,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,91175773,2009-11-15T01:00:00-08:00,Vehicle Theft,37.773348,-122.429063,http://sanfrancisco.crimespotting.org/crime/2009-11-15/Vehicle_Theft/690102,STOLEN AUTOMOBILE (UNFOUNDED)
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,96098750,2009-10-01T21:00:00-07:00,Theft,37.774182,-122.429179,http://sanfrancisco.crimespotting.org/crime/2009-10-01/Theft/680712,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100303724,2010-03-31T21:00:00-07:00,Vehicle Theft,37.77475,-122.429155,http://sanfrancisco.crimespotting.org/crime/2010-03-31/Vehicle_Theft/572575,STOLEN AUTOMOBILE
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,91243176,2009-12-04T21:55:00-08:00,Robbery,37.773959,-122.427506,http://sanfrancisco.crimespotting.org/crime/2009-12-04/Robbery/694180,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,96103860,2009-10-18T02:00:00-07:00,Vandalism,37.772534,-122.428806,http://sanfrancisco.crimespotting.org/crime/2009-10-18/Vandalism/684079,MALICIOUS MISCHIEF&VANDALISM
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,91197971,2009-11-21T03:00:00-08:00,Robbery,37.773246,-122.428992,http://sanfrancisco.crimespotting.org/crime/2009-11-21/Robbery/691446,ROBBERY ON THE STREET WITH A GUN
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,91140851,2009-11-04T19:00:00-08:00,Vandalism,37.773246,-122.428992,http://sanfrancisco.crimespotting.org/crime/2009-11-04/Vandalism/687921,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,96065464,2009-08-03T20:30:00-07:00,Theft,37.773234,-122.429032,http://sanfrancisco.crimespotting.org/crime/2009-08-03/Theft/667175,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,91243502,2009-12-04T21:00:00-08:00,Theft,37.773156,-122.428827,http://sanfrancisco.crimespotting.org/crime/2009-12-04/Theft/694168,PETTY THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,90818960,2009-08-10T07:30:00-07:00,Vehicle Theft,37.773246,-122.428992,http://sanfrancisco.crimespotting.org/crime/2009-08-10/Vehicle_Theft/668627,STOLEN AUTOMOBILE
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100001489,2009-12-31T18:00:00-08:00,Vehicle Theft,37.774182,-122.429179,http://sanfrancisco.crimespotting.org/crime/2009-12-31/Vehicle_Theft/699332,STOLEN AUTOMOBILE
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,91080774,2009-10-19T15:30:00-07:00,Theft,37.774006,-122.429101,http://sanfrancisco.crimespotting.org/crime/2009-10-19/Theft/684317,GRAND THEFT FROM A BUILDING
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100193224,2010-02-27T00:01:00-08:00,Theft,37.772553,-122.428809,http://sanfrancisco.crimespotting.org/crime/2010-02-27/Theft/566591,PETTY THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,91089964,2009-10-21T22:30:00-07:00,Vandalism,37.772534,-122.428806,http://sanfrancisco.crimespotting.org/crime/2009-10-21/Vandalism/684805,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,96122810,2009-11-26T01:00:00-08:00,Theft,37.774182,-122.429179,http://sanfrancisco.crimespotting.org/crime/2009-11-26/Theft/692504,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100010101,2010-01-03T11:00:00-08:00,Simple Assault,37.77336,-122.427831,http://sanfrancisco.crimespotting.org/crime/2010-01-03/Simple_Assault/556025,INFLICT INJURY ON COHABITEE
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,106040241,2010-04-03T20:00:00-07:00,Theft,37.774182,-122.429179,http://sanfrancisco.crimespotting.org/crime/2010-04-03/Theft/573121,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100005378,2010-01-02T18:15:00-08:00,Robbery,37.773246,-122.428992,http://sanfrancisco.crimespotting.org/crime/2010-01-02/Robbery/555884,ROBBERY&BODILY FORCE
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100451050,2010-05-15T16:00:00-07:00,Vandalism,37.773246,-122.428992,http://sanfrancisco.crimespotting.org/crime/2010-05-15/Vandalism/580379,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,91258802,2009-12-09T15:14:00-08:00,Simple Assault,37.772647,-122.428828,http://sanfrancisco.crimespotting.org/crime/2009-12-09/Simple_Assault/695021,AGGRAVATED ASSAULT WITH A KNIFE (ARREST&BOOKED)
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100038802,2010-01-12T08:45:00-08:00,Theft,37.774006,-122.429101,http://sanfrancisco.crimespotting.org/crime/2010-01-12/Theft/557663,PETTY THEFT FROM A BUILDING
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,90976245,2009-09-21T15:45:00-07:00,Vehicle Theft,37.773299,-122.4277,http://sanfrancisco.crimespotting.org/crime/2009-09-21/Vehicle_Theft/678444,STOLEN AUTOMOBILE
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100107526,2010-02-01T20:00:00-08:00,Burglary,37.774006,-122.429101,http://sanfrancisco.crimespotting.org/crime/2010-02-01/Burglary/561817,BURGLARY&FORCIBLE ENTRY (JUVENILE BOOKED)
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100107510,2010-02-01T15:00:00-08:00,Burglary,37.774006,-122.429101,http://sanfrancisco.crimespotting.org/crime/2010-02-01/Burglary/561760,BURGLARY&UNLAWFUL ENTRY
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100255147,2009-12-24T01:00:00-08:00,Simple Assault,37.774212,-122.42921,http://sanfrancisco.crimespotting.org/crime/2009-12-24/Simple_Assault/697995,THREATS AGAINST LIFE
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,91149433,2009-11-07T16:49:00-08:00,Narcotics,37.774182,-122.429179,http://sanfrancisco.crimespotting.org/crime/2009-11-07/Narcotics/688577,POSSESSION OF MARIJUANA (ARREST&BOOKED)
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100154884,2010-02-15T20:00:00-08:00,Vehicle Theft,37.774202,-122.428138,http://sanfrancisco.crimespotting.org/crime/2010-02-15/Vehicle_Theft/564578,STOLEN TRUCK
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100082865,2010-01-25T21:30:00-08:00,Theft,37.774174,-122.428357,http://sanfrancisco.crimespotting.org/crime/2010-01-25/Theft/560455,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100250824,2010-03-16T17:20:00-07:00,Simple Assault,37.773356,-122.427862,http://sanfrancisco.crimespotting.org/crime/2010-03-16/Simple_Assault/569798,BATTERY
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,106057371,2010-05-15T18:00:00-07:00,Theft,37.773552,-122.429096,http://sanfrancisco.crimespotting.org/crime/2010-05-15/Theft/580392,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,106023504,2010-02-21T21:00:00-08:00,Theft,37.774261,-122.427668,http://sanfrancisco.crimespotting.org/crime/2010-02-21/Theft/565704,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,635,592,37.773764,-122.42866,100033589,2010-01-10T22:00:00-08:00,Vehicle Theft,37.774067,-122.429206,http://sanfrancisco.crimespotting.org/crime/2010-01-10/Vehicle_Theft/557426,STOLEN AUTOMOBILE
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,100217965,2010-03-06T22:40:00-08:00,Simple Assault,37.721832,-122.429346,http://sanfrancisco.crimespotting.org/crime/2010-03-06/Simple_Assault/567975,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,100190731,2010-02-26T12:35:00-08:00,Robbery,37.721635,-122.428431,http://sanfrancisco.crimespotting.org/crime/2010-02-26/Robbery/566455,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE (JUVENILE BOOKED)
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,90924238,2009-09-05T03:00:00-07:00,Vandalism,37.721193,-122.429925,http://sanfrancisco.crimespotting.org/crime/2009-09-05/Vandalism/674682,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,90859572,2009-08-21T18:00:00-07:00,Theft,37.721943,-122.428808,http://sanfrancisco.crimespotting.org/crime/2009-08-21/Theft/671211,GRAND THEFT FROM LOCKED AUTO
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,91175444,2009-11-15T01:55:00-08:00,Robbery,37.721131,-122.429972,http://sanfrancisco.crimespotting.org/crime/2009-11-15/Robbery/690109,ATTEMPTED ROBBERY WITH A DEADLY WEAPON
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,100125794,2010-02-07T01:00:00-08:00,Vandalism,37.719541,-122.429095,http://sanfrancisco.crimespotting.org/crime/2010-02-07/Vandalism/562881,MALICIOUS MISCHIEF&BREAKING WINDOWS WITH BB GUN
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,91167667,2009-11-12T17:20:00-08:00,Theft,37.719711,-122.428806,http://sanfrancisco.crimespotting.org/crime/2009-11-12/Theft/689598,GRAND THEFT FROM PERSON
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,91140732,2009-11-04T19:00:00-08:00,Theft,37.720764,-122.430248,http://sanfrancisco.crimespotting.org/crime/2009-11-04/Theft/687912,GRAND THEFT FROM LOCKED AUTO
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,100242382,2010-03-14T03:44:00-07:00,Alcohol,37.720845,-122.429188,http://sanfrancisco.crimespotting.org/crime/2010-03-14/Alcohol/569316,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL (ARREST&BOOKED)
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,100246475,2010-03-12T17:00:00-08:00,Vehicle Theft,37.721635,-122.428431,http://sanfrancisco.crimespotting.org/crime/2010-03-12/Vehicle_Theft/569006,STOLEN AND RECOVERED VEHICLE
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,96083933,2009-09-05T16:00:00-07:00,Theft,37.720091,-122.429597,http://sanfrancisco.crimespotting.org/crime/2009-09-05/Theft/674788,GRAND THEFT FROM LOCKED AUTO
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,100318507,2010-04-04T12:00:00-07:00,Vehicle Theft,37.721089,-122.427933,http://sanfrancisco.crimespotting.org/crime/2010-04-04/Vehicle_Theft/573208,STOLEN AUTOMOBILE
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,101134639,2009-12-09T16:00:00-08:00,Aggravated Assault,37.719806,-122.429862,http://sanfrancisco.crimespotting.org/crime/2009-12-09/Aggravated_Assault/695129,CHILD ABUSE SEXUAL (ARREST&BOOKED)
Cleveland Elementary,38684786040836,San Francisco Unified,664,683,37.720749,-122.42907,91201801,2009-11-20T16:00:00-08:00,Vandalism,37.720742,-122.429154,http://sanfrancisco.crimespotting.org/crime/2009-11-20/Vandalism/691276,MALICIOUS MISCHIEF&VANDALISM
Glen Park Elementary,38684786041073,San Francisco Unified,764,784,37.73311,-122.43612,91286950,2009-12-17T21:00:00-08:00,Theft,37.733823,-122.436153,http://sanfrancisco.crimespotting.org/crime/2009-12-17/Theft/696661,PETTY THEFT FROM LOCKED AUTO
Glen Park Elementary,38684786041073,San Francisco Unified,764,784,37.73311,-122.43612,100325342,2010-03-26T14:00:00-07:00,Disturbing the Peace,37.733112,-122.436035,http://sanfrancisco.crimespotting.org/crime/2010-03-26/Disturbing_The_Peace/571620,DISTURBING THE PEACE
Glen Park Elementary,38684786041073,San Francisco Unified,764,784,37.73311,-122.43612,90882175,2009-08-27T20:30:00-07:00,Theft,37.733717,-122.435932,http://sanfrancisco.crimespotting.org/crime/2009-08-27/Theft/672736,PETTY THEFT FROM LOCKED AUTO
Glen Park Elementary,38684786041073,San Francisco Unified,764,784,37.73311,-122.43612,90900987,2009-09-01T20:40:00-07:00,Theft,37.734039,-122.436673,http://sanfrancisco.crimespotting.org/crime/2009-09-01/Theft/673975,GRAND THEFT PURSESNATCH
Glen Park Elementary,38684786041073,San Francisco Unified,764,784,37.73311,-122.43612,100128146,2010-02-07T23:00:00-08:00,Vehicle Theft,37.733857,-122.435987,http://sanfrancisco.crimespotting.org/crime/2010-02-07/Vehicle_Theft/563025,STOLEN AUTOMOBILE
Glen Park Elementary,38684786041073,San Francisco Unified,764,784,37.73311,-122.43612,91098971,2009-10-24T21:30:00-07:00,Vehicle Theft,37.732457,-122.436377,http://sanfrancisco.crimespotting.org/crime/2009-10-24/Vehicle_Theft/685499,STOLEN AUTOMOBILE
Glen Park Elementary,38684786041073,San Francisco Unified,764,784,37.73311,-122.43612,100002409,2009-12-31T19:30:00-08:00,Burglary,37.73242,-122.435552,http://sanfrancisco.crimespotting.org/crime/2009-12-31/Burglary/699349,BURGLARY;STORE UNDER CONSTRUCTION&UNLAWFUL ENTRY
Glen Park Elementary,38684786041073,San Francisco Unified,764,784,37.73311,-122.43612,100305316,2010-03-31T19:00:00-07:00,Vandalism,37.733842,-122.436249,http://sanfrancisco.crimespotting.org/crime/2010-03-31/Vandalism/572557,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
Glen Park Elementary,38684786041073,San Francisco Unified,764,784,37.73311,-122.43612,106030913,2010-03-05T11:00:00-08:00,Theft,37.734039,-122.436673,http://sanfrancisco.crimespotting.org/crime/2010-03-05/Theft/567679,GRAND THEFT FROM LOCKED AUTO
Glen Park Elementary,38684786041073,San Francisco Unified,764,784,37.73311,-122.43612,100396199,2010-04-28T10:30:00-07:00,Simple Assault,37.733112,-122.436035,http://sanfrancisco.crimespotting.org/crime/2010-04-28/Simple_Assault/577337,BATTERY
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,100015452,2010-01-05T18:45:00-08:00,Simple Assault,37.789977,-122.417985,http://sanfrancisco.crimespotting.org/crime/2010-01-05/Simple_Assault/556450,INFLICT INJURY ON COHABITEE
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,91274983,2009-12-14T19:50:00-08:00,Theft,37.78894,-122.41869,http://sanfrancisco.crimespotting.org/crime/2009-12-14/Theft/695992,PETTY THEFT WITH PRIOR (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,90782296,2009-08-02T01:45:00-07:00,Alcohol,37.789618,-122.420237,http://sanfrancisco.crimespotting.org/crime/2009-08-02/Alcohol/666847,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,90931073,2009-09-09T23:35:00-07:00,Prostitution,37.78983,-122.418845,http://sanfrancisco.crimespotting.org/crime/2009-09-09/Prostitution/675773,SOLICITS FOR ACT OF PROSTITUTION (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,90866232,2009-08-24T00:05:00-07:00,Prostitution,37.788877,-122.419179,http://sanfrancisco.crimespotting.org/crime/2009-08-24/Prostitution/671831,SOLICITS TO VISIT HOUSE OF PROSTITUTION (ARREST&CITED)
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,96067125,2009-08-04T18:00:00-07:00,Theft,37.78983,-122.418845,http://sanfrancisco.crimespotting.org/crime/2009-08-04/Theft/667336,GRAND THEFT FROM LOCKED AUTO
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,100151385,2010-02-15T00:25:00-08:00,Alcohol,37.789229,-122.420373,http://sanfrancisco.crimespotting.org/crime/2010-02-15/Alcohol/564426,POSSESSION OF ALCOHOL BY MINOR
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,91316654,2009-12-28T02:40:00-08:00,Robbery,37.78983,-122.418845,http://sanfrancisco.crimespotting.org/crime/2009-12-28/Robbery/698648,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,96101717,2009-10-13T00:01:00-07:00,Theft,37.788877,-122.419179,http://sanfrancisco.crimespotting.org/crime/2009-10-13/Theft/683046,GRAND THEFT FROM LOCKED AUTO
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,100378153,2010-04-23T15:00:00-07:00,Burglary,37.789618,-122.420237,http://sanfrancisco.crimespotting.org/crime/2010-04-23/Burglary/576464,BURGLARY OF APARTMENT HOUSE&UNLAWFUL ENTRY (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,100457973,2010-05-17T16:25:00-07:00,Theft,37.789639,-122.420459,http://sanfrancisco.crimespotting.org/crime/2010-05-17/Theft/580820,GRAND THEFT SHOPLIFTING
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,100074276,2010-01-23T02:00:00-08:00,Vehicle Theft,37.789809,-122.418748,http://sanfrancisco.crimespotting.org/crime/2010-01-23/Vehicle_Theft/559868,STOLEN AUTOMOBILE
Redding Elementary,38684786041511,San Francisco Unified,794,794,37.789753,-122.41922,91004279,2009-09-29T02:00:00-07:00,Narcotics,37.78891,-122.418658,http://sanfrancisco.crimespotting.org/crime/2009-09-29/Narcotics/680107,POSSESSION OF BASE/ROCK COCAINE (ARREST&BOOKED)
