school,code,district,api,api_old,school_latitude,school_longitude,crime_caseID,date_time,crime,crime_latitude,crime_longitude,url,description
Alamo Elementary,38684786040695,San Francisco Unified,896,923,37.783,-122.48226,106162845,2010-12-22T23:00:00-08:00,Theft,37.782245,-122.481806,http://sanfrancisco.crimespotting.org/crime/2010-12-22/Theft/621409,GRAND THEFT FROM LOCKED AUTO
Alamo Elementary,38684786040695,San Francisco Unified,896,923,37.783,-122.48226,100942275,2010-10-07T13:30:00-07:00,Burglary,37.782929,-122.481673,http://sanfrancisco.crimespotting.org/crime/2010-10-07/Burglary/607598,BURGLARY OF RESIDENCE&FORCIBLE ENTRY
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,116019797,2011-02-07T19:00:00-08:00,Theft,37.773246,-122.428992,http://sanfrancisco.crimespotting.org/crime/2011-02-07/Theft/546020,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,100715674,2010-08-05T13:00:00-07:00,Vandalism,37.774182,-122.429179,http://sanfrancisco.crimespotting.org/crime/2010-08-05/Vandalism/595467,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,110064104,2011-01-09T00:01:00-08:00,Burglary,37.774417,-122.427578,http://sanfrancisco.crimespotting.org/crime/2011-01-09/Burglary/540798,BURGLARY OF APARTMENT HOUSE&UNLAWFUL ENTRY
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,110087695,2011-01-26T16:00:00-08:00,Vehicle Theft,37.77346,-122.428182,http://sanfrancisco.crimespotting.org/crime/2011-01-26/Vehicle_Theft/543844,STOLEN AUTOMOBILE
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,110144013,2011-01-28T07:45:00-08:00,Theft,37.773352,-122.427896,http://sanfrancisco.crimespotting.org/crime/2011-01-28/Theft/544287,GRAND THEFT FROM A BUILDING
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,110120386,2011-02-08T16:00:00-08:00,Theft,37.774182,-122.429179,http://sanfrancisco.crimespotting.org/crime/2011-02-08/Theft/546172,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,106164863,2010-12-22T18:00:00-08:00,Vandalism,37.774541,-122.429295,http://sanfrancisco.crimespotting.org/crime/2010-12-22/Vandalism/621532,MALICIOUS MISCHIEF&VANDALISM
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,100926536,2010-10-05T17:38:00-07:00,Narcotics,37.773922,-122.427456,http://sanfrancisco.crimespotting.org/crime/2010-10-05/Narcotics/607146,POSSESSION OF MARIJUANA FOR SALES (ARREST&BOOKED)
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,110392284,2011-05-15T03:00:00-07:00,Vehicle Theft,37.772658,-122.429013,http://sanfrancisco.crimespotting.org/crime/2011-05-15/Vehicle_Theft/530494,STOLEN TRUCK
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,110360946,2011-05-03T13:50:00-07:00,Theft,37.773255,-122.428045,http://sanfrancisco.crimespotting.org/crime/2011-05-03/Theft/528389,PETTY THEFT FROM A BUILDING
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,116043075,2011-03-31T01:00:00-07:00,Theft,37.773922,-122.427456,http://sanfrancisco.crimespotting.org/crime/2011-03-31/Theft/555462,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,126041520,2011-03-08T20:00:00-08:00,Vandalism,37.774648,-122.429274,http://sanfrancisco.crimespotting.org/crime/2011-03-08/Vandalism/551272,MALICIOUS MISCHIEF&VANDALISM
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,100919246,2010-09-30T12:00:00-07:00,Burglary,37.774393,-122.427771,http://sanfrancisco.crimespotting.org/crime/2010-09-30/Burglary/606275,BURGLARY OF APARTMENT HOUSE&UNLAWFUL ENTRY
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,100814317,2010-09-03T17:23:00-07:00,Simple Assault,37.774212,-122.42921,http://sanfrancisco.crimespotting.org/crime/2010-09-03/Simple_Assault/600974,THREATENING PHONE CALL(S)
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,110156698,2011-02-22T15:09:00-08:00,Simple Assault,37.774182,-122.429179,http://sanfrancisco.crimespotting.org/crime/2011-02-22/Simple_Assault/548597,INFLICT INJURY ON COHABITEE (ARREST&BOOKED)
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,101031320,2010-11-06T04:00:00-07:00,Simple Assault,37.774058,-122.429883,http://sanfrancisco.crimespotting.org/crime/2010-11-06/Simple_Assault/613213,INFLICT INJURY ON COHABITEE (ARREST&BOOKED)
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,110363928,2011-04-05T12:00:00-07:00,Theft,37.773368,-122.427766,http://sanfrancisco.crimespotting.org/crime/2011-04-05/Theft/534519,GRAND THEFT FROM PERSON
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,100722237,2010-08-07T15:50:00-07:00,Robbery,37.774357,-122.427681,http://sanfrancisco.crimespotting.org/crime/2010-08-07/Robbery/595827,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,101029240,2010-10-31T23:00:00-07:00,Burglary,37.77316,-122.429114,http://sanfrancisco.crimespotting.org/crime/2010-10-31/Burglary/612137,BURGLARY OF APARTMENT HOUSE&UNLAWFUL ENTRY
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,101080424,2010-11-21T11:50:00-08:00,Simple Assault,37.772647,-122.428828,http://sanfrancisco.crimespotting.org/crime/2010-11-21/Simple_Assault/616069,AGGRAVATED ASSAULT WITH A KNIFE (ARREST&BOOKED)
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,110431434,2011-05-27T22:00:00-07:00,Vehicle Theft,37.773316,-122.429314,http://sanfrancisco.crimespotting.org/crime/2011-05-27/Vehicle_Theft/532722,STOLEN MOTORCYCLE
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,116061425,2011-05-12T23:00:00-07:00,Theft,37.774768,-122.428072,http://sanfrancisco.crimespotting.org/crime/2011-05-12/Theft/529899,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,116061168,2011-05-06T21:00:00-07:00,Theft,37.773246,-122.428992,http://sanfrancisco.crimespotting.org/crime/2011-05-06/Theft/528938,GRAND THEFT FROM LOCKED AUTO
John Muir Elementary,38684786041255,San Francisco Unified,689,635,37.773764,-122.42866,100788900,2010-08-27T13:37:00-07:00,Simple Assault,37.774182,-122.429179,http://sanfrancisco.crimespotting.org/crime/2010-08-27/Simple_Assault/599673,ASSAULT WITH CAUSTIC CHEMICALS
Cleveland Elementary,38684786040836,San Francisco Unified,664,664,37.720749,-122.42907,110252597,2011-03-27T17:00:00-07:00,Theft,37.721193,-122.429925,http://sanfrancisco.crimespotting.org/crime/2011-03-27/Theft/554609,GRAND THEFT AUTO STRIP
Cleveland Elementary,38684786040836,San Francisco Unified,664,664,37.720749,-122.42907,110270226,2011-04-03T05:09:00-07:00,Vandalism,37.719935,-122.429539,http://sanfrancisco.crimespotting.org/crime/2011-04-03/Vandalism/534084,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
Cleveland Elementary,38684786040836,San Francisco Unified,664,664,37.720749,-122.42907,100869986,2010-09-19T17:51:00-07:00,Simple Assault,37.721471,-122.429828,http://sanfrancisco.crimespotting.org/crime/2010-09-19/Simple_Assault/604162,THREATS AGAINST LIFE (EXCEPTIONAL CLEARANCE)
Cleveland Elementary,38684786040836,San Francisco Unified,664,664,37.720749,-122.42907,100825831,2010-09-06T11:00:00-07:00,Vehicle Theft,37.720117,-122.428341,http://sanfrancisco.crimespotting.org/crime/2010-09-06/Vehicle_Theft/601645,STOLEN AUTOMOBILE
Cleveland Elementary,38684786040836,San Francisco Unified,664,664,37.720749,-122.42907,100939197,2010-10-08T23:30:00-07:00,Vandalism,37.721568,-122.428211,http://sanfrancisco.crimespotting.org/crime/2010-10-08/Vandalism/607748,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
Cleveland Elementary,38684786040836,San Francisco Unified,664,664,37.720749,-122.42907,101179914,2010-12-23T22:20:00-08:00,Robbery,37.719711,-122.428806,http://sanfrancisco.crimespotting.org/crime/2010-12-23/Robbery/621641,ROBBERY ON THE STREET&STRONGARM
Cleveland Elementary,38684786040836,San Francisco Unified,664,664,37.720749,-122.42907,100997242,2010-10-26T17:00:00-07:00,Vehicle Theft,37.721754,-122.428951,http://sanfrancisco.crimespotting.org/crime/2010-10-26/Vehicle_Theft/611176,STOLEN TRUCK
Cleveland Elementary,38684786040836,San Francisco Unified,664,664,37.720749,-122.42907,101139758,2010-12-10T22:30:00-08:00,Vehicle Theft,37.720318,-122.429265,http://sanfrancisco.crimespotting.org/crime/2010-12-10/Vehicle_Theft/619268,STOLEN TRUCK
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,110416765,2011-05-23T16:15:00-07:00,Theft,37.734039,-122.436673,http://sanfrancisco.crimespotting.org/crime/2011-05-23/Theft/531855,GRAND THEFT FROM PERSON (ARREST&BOOKED)
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,106093450,2010-08-02T13:30:00-07:00,Vandalism,37.734039,-122.436673,http://sanfrancisco.crimespotting.org/crime/2010-08-02/Vandalism/594933,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,101199655,2010-12-30T16:30:00-08:00,Vandalism,37.731882,-122.435998,http://sanfrancisco.crimespotting.org/crime/2010-12-30/Vandalism/622788,MALICIOUS MISCHIEF&VANDALISM
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,116056608,2011-05-05T19:00:00-07:00,Theft,37.732784,-122.435146,http://sanfrancisco.crimespotting.org/crime/2011-05-05/Theft/528649,GRAND THEFT FROM LOCKED AUTO
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,100804506,2010-09-01T03:15:00-07:00,Vandalism,37.732554,-122.435218,http://sanfrancisco.crimespotting.org/crime/2010-09-01/Vandalism/600523,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,116020374,2011-02-05T15:00:00-08:00,Vandalism,37.732605,-122.435202,http://sanfrancisco.crimespotting.org/crime/2011-02-05/Vandalism/545698,MALICIOUS MISCHIEF&VANDALISM
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,110446784,2011-05-31T02:00:00-07:00,Vehicle Theft,37.732382,-122.436239,http://sanfrancisco.crimespotting.org/crime/2011-05-31/Vehicle_Theft/533443,STOLEN AUTOMOBILE
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,106145459,2010-11-11T21:30:00-08:00,Theft,37.732387,-122.435413,http://sanfrancisco.crimespotting.org/crime/2010-11-11/Theft/614221,GRAND THEFT FROM LOCKED AUTO
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,100849148,2010-09-10T23:30:00-07:00,Theft,37.734042,-122.436863,http://sanfrancisco.crimespotting.org/crime/2010-09-10/Theft/602400,PETTY THEFT FROM A BUILDING
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,110095507,2011-01-24T10:30:00-08:00,Vandalism,37.732715,-122.435267,http://sanfrancisco.crimespotting.org/crime/2011-01-24/Vandalism/543506,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,106149752,2010-11-24T01:00:00-08:00,Theft,37.732688,-122.436355,http://sanfrancisco.crimespotting.org/crime/2010-11-24/Theft/616437,GRAND THEFT FROM LOCKED AUTO
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,110277567,2011-04-04T08:00:00-07:00,Vandalism,37.733986,-122.43583,http://sanfrancisco.crimespotting.org/crime/2011-04-04/Vandalism/534297,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,100845083,2010-09-11T16:30:00-07:00,Burglary,37.734059,-122.436947,http://sanfrancisco.crimespotting.org/crime/2010-09-11/Burglary/602601,BURGLARY OF APARTMENT HOUSE&UNLAWFUL ENTRY
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,101134786,2010-12-09T18:21:00-08:00,Robbery,37.73242,-122.435552,http://sanfrancisco.crimespotting.org/crime/2010-12-09/Robbery/619077,ROBBERY ON THE STREET WITH A GUN
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,106099997,2010-08-18T07:46:00-07:00,Theft,37.733112,-122.436035,http://sanfrancisco.crimespotting.org/crime/2010-08-18/Theft/597772,GRAND THEFT FROM LOCKED AUTO
Glen Park Elementary,38684786041073,San Francisco Unified,754,764,37.73311,-122.43612,110349304,2011-04-30T01:05:00-07:00,Simple Assault,37.73249,-122.435363,http://sanfrancisco.crimespotting.org/crime/2011-04-30/Simple_Assault/538981,INFLICT INJURY ON COHABITEE (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110175591,2011-02-28T18:00:00-08:00,Burglary,37.789759,-122.419662,http://sanfrancisco.crimespotting.org/crime/2011-02-28/Burglary/549727,BURGLARY&FORCIBLE ENTRY
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100896387,2010-09-27T00:40:00-07:00,Theft,37.790818,-122.419071,http://sanfrancisco.crimespotting.org/crime/2010-09-27/Theft/605571,GRAND THEFT FROM A BUILDING (UNFOUNDED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,106166091,2010-12-28T18:15:00-08:00,Theft,37.789886,-122.418166,http://sanfrancisco.crimespotting.org/crime/2010-12-28/Theft/622462,GRAND THEFT OF PROPERTY
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110400360,2011-05-16T20:30:00-07:00,Vehicle Theft,37.790788,-122.419039,http://sanfrancisco.crimespotting.org/crime/2011-05-16/Vehicle_Theft/530686,STOLEN AUTOMOBILE
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,101074881,2010-11-19T15:09:00-08:00,Vandalism,37.788782,-122.419395,http://sanfrancisco.crimespotting.org/crime/2010-11-19/Vandalism/615694,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100719319,2010-08-04T08:00:00-07:00,Burglary,37.790668,-122.419711,http://sanfrancisco.crimespotting.org/crime/2010-08-04/Burglary/595197,BURGLARY OF APARTMENT HOUSE&UNLAWFUL ENTRY
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100982390,2010-10-22T13:25:00-07:00,Theft,37.790714,-122.419888,http://sanfrancisco.crimespotting.org/crime/2010-10-22/Theft/610306,PETTY THEFT FROM A BUILDING
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,101062024,2010-11-15T18:00:00-08:00,Simple Assault,37.789977,-122.417985,http://sanfrancisco.crimespotting.org/crime/2010-11-15/Simple_Assault/614953,STALKING (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,116004049,2011-01-08T20:30:00-08:00,Theft,37.79021,-122.418879,http://sanfrancisco.crimespotting.org/crime/2011-01-08/Theft/540539,GRAND THEFT FROM LOCKED AUTO
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100751662,2010-08-16T16:00:00-07:00,Narcotics,37.789639,-122.420459,http://sanfrancisco.crimespotting.org/crime/2010-08-16/Narcotics/597480,POSSESSION OF MARIJUANA (ARREST&CITED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110274165,2011-04-02T15:30:00-07:00,Theft,37.789618,-122.420237,http://sanfrancisco.crimespotting.org/crime/2011-04-02/Theft/533985,GRAND THEFT FROM A BUILDING
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110240821,2011-03-23T22:45:00-07:00,Prostitution,37.790788,-122.419039,http://sanfrancisco.crimespotting.org/crime/2011-03-23/Prostitution/553900,SOLICITS FOR ACT OF PROSTITUTION (ARREST&CITED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110240978,2011-03-24T00:15:00-07:00,Prostitution,37.790788,-122.419039,http://sanfrancisco.crimespotting.org/crime/2011-03-24/Prostitution/554008,SOLICITS FOR ACT OF PROSTITUTION (ARREST&CITED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110124786,2011-02-10T15:25:00-08:00,Alcohol,37.78894,-122.41869,http://sanfrancisco.crimespotting.org/crime/2011-02-10/Alcohol/546459,SALE OF ALCOHOL TO MINOR (ARREST&CITED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100890505,2010-09-25T04:18:00-07:00,Simple Assault,37.790714,-122.419888,http://sanfrancisco.crimespotting.org/crime/2010-09-25/Simple_Assault/605239,AGGRAVATED ASSAULT WITH A KNIFE (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,101160270,2010-12-17T14:40:00-08:00,Simple Assault,37.79054,-122.420113,http://sanfrancisco.crimespotting.org/crime/2010-12-17/Simple_Assault/620458,THREATS AGAINST LIFE
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,101101456,2010-11-27T23:18:00-08:00,Theft,37.79054,-122.420113,http://sanfrancisco.crimespotting.org/crime/2010-11-27/Theft/617072,GRAND THEFT FROM LOCKED AUTO
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100952111,2010-10-13T07:00:00-07:00,Simple Assault,37.790739,-122.419155,http://sanfrancisco.crimespotting.org/crime/2010-10-13/Simple_Assault/608609,INFLICT INJURY ON COHABITEE (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,101055370,2010-11-13T09:30:00-08:00,Theft,37.78986,-122.418876,http://sanfrancisco.crimespotting.org/crime/2010-11-13/Theft/614477,PETTY THEFT FROM UNLOCKED AUTO
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100797553,2010-08-30T02:45:00-07:00,Prostitution,37.790788,-122.419039,http://sanfrancisco.crimespotting.org/crime/2010-08-30/Prostitution/600149,SOLICITS FOR ACT OF PROSTITUTION
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,101014003,2010-11-01T06:15:00-07:00,Vehicle Theft,37.789639,-122.420459,http://sanfrancisco.crimespotting.org/crime/2010-11-01/Vehicle_Theft/612210,STOLEN AUTOMOBILE
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,116026623,2011-02-20T18:00:00-08:00,Theft,37.78891,-122.418658,http://sanfrancisco.crimespotting.org/crime/2011-02-20/Theft/548331,GRAND THEFT FROM LOCKED AUTO
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110279563,2011-04-06T08:01:00-07:00,Theft,37.78894,-122.41869,http://sanfrancisco.crimespotting.org/crime/2011-04-06/Theft/534646,PETTY THEFT FROM A BUILDING
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110154448,2011-02-21T09:45:00-08:00,Theft,37.78894,-122.41869,http://sanfrancisco.crimespotting.org/crime/2011-02-21/Theft/548437,PETTY THEFT FROM LOCKED AUTO
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100748603,2010-08-15T16:40:00-07:00,Narcotics,37.790776,-122.419398,http://sanfrancisco.crimespotting.org/crime/2010-08-15/Narcotics/597305,POSSESSION OF BASE/ROCK COCAINE (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,106124801,2010-10-04T23:00:00-07:00,Theft,37.78891,-122.418658,http://sanfrancisco.crimespotting.org/crime/2010-10-04/Theft/606944,GRAND THEFT FROM LOCKED AUTO
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110093335,2011-01-30T06:00:00-08:00,Theft,37.790758,-122.419008,http://sanfrancisco.crimespotting.org/crime/2011-01-30/Theft/544557,GRAND THEFT FROM PERSON
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100775872,2010-08-25T23:05:00-07:00,Prostitution,37.790788,-122.419039,http://sanfrancisco.crimespotting.org/crime/2010-08-25/Prostitution/599275,SOLICITS FOR ACT OF PROSTITUTION (ARREST&CITED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100775850,2010-08-24T23:30:00-07:00,Prostitution,37.790788,-122.419039,http://sanfrancisco.crimespotting.org/crime/2010-08-24/Prostitution/598999,SOLICITS FOR ACT OF PROSTITUTION (ARREST&CITED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100775844,2010-08-24T22:40:00-07:00,Prostitution,37.790788,-122.419039,http://sanfrancisco.crimespotting.org/crime/2010-08-24/Prostitution/598931,SOLICITS FOR ACT OF PROSTITUTION (ARREST&CITED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110036658,2011-01-12T15:10:00-08:00,Theft,37.78894,-122.41869,http://sanfrancisco.crimespotting.org/crime/2011-01-12/Theft/541250,PETTY THEFT SHOPLIFTING
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,116016721,2011-01-28T07:00:00-08:00,Theft,37.789922,-122.418407,http://sanfrancisco.crimespotting.org/crime/2011-01-28/Theft/544276,GRAND THEFT FROM LOCKED AUTO
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,101136914,2010-12-09T20:30:00-08:00,Vandalism,37.790788,-122.419039,http://sanfrancisco.crimespotting.org/crime/2010-12-09/Vandalism/619085,MALICIOUS MISCHIEF&VANDALISM OF VEHICLES
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110020968,2011-01-07T09:15:00-08:00,Burglary,37.790758,-122.419008,http://sanfrancisco.crimespotting.org/crime/2011-01-07/Burglary/540308,BURGLARY OF APARTMENT HOUSE&UNLAWFUL ENTRY
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110153901,2011-02-21T14:30:00-08:00,Theft,37.78894,-122.41869,http://sanfrancisco.crimespotting.org/crime/2011-02-21/Theft/548502,PETTY THEFT SHOPLIFTING (ARREST&CITED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100749184,2010-08-15T19:41:00-07:00,Narcotics,37.790788,-122.419039,http://sanfrancisco.crimespotting.org/crime/2010-08-15/Narcotics/597323,POSSESSION OF METH-AMPHETAMINE (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,100794424,2010-08-29T01:00:00-07:00,Prostitution,37.78983,-122.418845,http://sanfrancisco.crimespotting.org/crime/2010-08-29/Prostitution/599987,SOLICITS FOR ACT OF PROSTITUTION (ARREST&CITED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110433537,2011-05-29T03:45:00-07:00,Prostitution,37.790673,-122.419067,http://sanfrancisco.crimespotting.org/crime/2011-05-29/Prostitution/532972,SOLICITS FOR ACT OF PROSTITUTION (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110141746,2011-02-16T17:36:00-08:00,Robbery,37.788922,-122.418618,http://sanfrancisco.crimespotting.org/crime/2011-02-16/Robbery/547650,ROBBERY ON THE STREET&STRONGARM (ARREST&BOOKED)
Redding Elementary,38684786041511,San Francisco Unified,832,794,37.789753,-122.41922,110050523,2011-01-17T01:45:00-08:00,Simple Assault,37.790714,-122.419888,http://sanfrancisco.crimespotting.org/crime/2011-01-17/Simple_Assault/542177,BATTERY
