zpid,street,zipcode,city,state,latitude,longitude,amount,lowAmount,highAmount,percentile,elemSchool,midSchool
2138509912,347 Mullen Ave,94110,San Francisco,CA,37.746072,-122.405765,1628225,1400273,1888741,0,Leonard R. Flynn Elementary,James Lick Middle
2138553052,468 Tehama St # 3,94103,San Francisco,CA,37.780047,-122.40615,588795,541691,647674,0,Daniel Webster Elementary,
2138581135,300 Berry St # 423,94158,San Francisco,CA,37.775017,-122.394594,612631,563621,680020,0,Daniel Webster Elementary,
2138675973,4815 Mission St,94112,San Francisco,CA,37.72083,-122.437517,465056,381346,562718,0,Monroe Elementary,Herbert Hoover Middle
2138861284,1048 Monterey Blvd,94127,San Francisco,CA,37.730873,-122.459955,1154020,957837,1384824,0,Miraloma Elementary,James Denman Middle
2138862196,1662 Union St,94123,San Francisco,CA,37.798493,-122.426705,1919693,1689330,2188450,0,Sherman Elementary,Marina Middle
2138935539,152 Lombard St,94111,San Francisco,CA,37.804064,-122.404217,1252340,1077012,1440191,0,Garfield Elementary,Francisco Middle
2139311152,2170 Pacific Ave,94115,San Francisco,CA,37.794101,-122.430974,4532765,3716867,5665956,0,Sherman Elementary,Marina Middle
2139451014,1149-1151 Treat Ave,94110,San Francisco,CA,37.751777,-122.412616,2038617,1528963,2833678,0,Cesar Chavez Elementary,Everett Middle
2139463877,959 Haight St,94117,San Francisco,CA,37.770865,-122.437961,1424191,1196320,1694787,0,Mckinley Elementary,Everett Middle
2140094405,863 Oak St,94117,San Francisco,CA,37.7735,-122.433459,1180568,956260,1393070,0,Mckinley Elementary,Everett Middle
2140094420,23 27th St,94110,San Francisco,CA,37.747004,-122.421891,1087012,902220,1326155,0,Leonard R. Flynn Elementary,James Lick Middle
2141132737,60 Collingwood St,94114,San Francisco,CA,37.761352,-122.436356,1249899,1087412,1387388,0,Harvey Milk Civil Rights Elementary,Everett Middle
2141144117,38 Alviso St,94127,San Francisco,CA,37.722447,-122.46914,918893,790248,1038349,0,Commodore Sloat Elementary,Aptos Middle
2141431719,2121 Laguna St,94115,San Francisco,CA,37.790941,-122.429551,1145842,882298,1432303,0,Sherman Elementary,Marina Middle
2141431723,350 Broderick St,94117,San Francisco,CA,37.773427,-122.439028,1468707,1145591,1821197,0,New Traditions Elementary,Roosevelt Middle
2141534787,3620 19th St UNIT 26,94110,San Francisco,CA,37.760439,-122.424322,1035381,859366,1211396,0,Harvey Milk Civil Rights Elementary,Everett Middle
2141710687,2019 19th St,94107,San Francisco,CA,37.760833,-122.402476,945456,813092,1087274,0,Daniel Webster Elementary,
2141795666,3335-3337 Pierce St,94123,San Francisco,CA,37.800477,-122.438601,2782890,2365457,3283810,0,Sherman Elementary,Marina Middle
2141843262,3134 Broderick St,94123,San Francisco,CA,37.799379,-122.44411,1845669,1550362,2104063,0,William L. Cobb Elementary,Roosevelt Middle
2141871557,548 15th Ave,94118,San Francisco,CA,37.777735,-122.47344,575404,466077,696239,0,Argonne Elementary,Presidio Middle
2141891957,4345 17th St,94114,San Francisco,CA,37.761861,-122.44136,957496,823447,1177720,0,Mckinley Elementary,Everett Middle
2142375159,942 Market St,94102,San Francisco,CA,37.783651,-122.408742,583113,542295,641424,0,Redding Elementary,Marina Middle
2142475245,1471 19th Ave,94122,San Francisco,CA,37.760373,-122.47724,700047,616041,833056,0,Jefferson Elementary,A. P. Giannini Middle
2143139146,322 Connecticut St,94107,San Francisco,CA,37.762148,-122.397642,567562,402969,720804,0,Daniel Webster Elementary,
2143405198,2503 19th St,94110,San Francisco,CA,37.760545,-122.407174,519156,436091,643753,0,George R. Moscone Elementary,Herbert Hoover Middle
2143405354,153 Wool St,94110,San Francisco,CA,37.739753,-122.416896,1109262,931780,1253466,0,Junipero Serra Elementary,Herbert Hoover Middle
2143439283,1059-1061 Church St,94114,San Francisco,CA,37.753648,-122.426848,1903061,1636632,2169490,0,Harvey Milk Civil Rights Elementary,Everett Middle
2143520141,1530 Jones St,94109,San Francisco,CA,37.795431,-122.414611,822171,575520,1044157,0,Gordon J. Lau Elementary,Marina Middle
2143821428,149 Ashbury St,94117,San Francisco,CA,37.774182,-122.44797,906995,770946,1151884,0,New Traditions Elementary,Roosevelt Middle
2144093046,3145 Turk Blvd APT 102,94118,San Francisco,CA,37.777094,-122.457668,966630,831302,1072959,0,New Traditions Elementary,Roosevelt Middle
2144611416,2335 Hyde St,94109,San Francisco,CA,37.80248,-122.420024,7126744,5487593,8837163,0,Yick Wo Elementary,Francisco Middle
2145977483,3354 20th St APT 301,94110,San Francisco,CA,37.758917,-122.415966,1607527,1430699,1784355,0,George R. Moscone Elementary,Herbert Hoover Middle
2146672923,795 Le Conte Ave,94124,San Francisco,CA,37.716915,-122.396472,871800,627696,1107186,0,Bret Harte Elementary,James Lick Middle
2146682756,1551 Filbert St APT 4,94123,San Francisco,CA,37.799043,-122.425163,844735,777156,937656,0,Sherman Elementary,Marina Middle
2146740367,576-580 Page St,94117,san francisco,CA,37.773217,-122.430344,2707649,2030737,3357485,0,John Muir Elementary,James Lick Middle
2146819352,733 Front St UNIT 506,94111,San Francisco,CA,37.798082,-122.399799,1698603,1392854,1987366,0,Chin Elementary,Francisco Middle
2146913067,555 4th St UNIT 307,94107,San Francisco,CA,37.778919,-122.397138,894758,760544,1011077,0,Daniel Webster Elementary,
2146916571,25 Sierra St APT W101,94107,San Francisco,CA,37.75823,-122.395452,1339545,1098427,1594059,0,Starr King Elementary,Aptos Middle
2146922570,199 Tiffany Ave APT 305,94110,San Francisco,CA,37.74412,-122.42176,730294,620750,832535,0,Leonard R. Flynn Elementary,James Lick Middle
2146964323,25 Sierra St APT W106,94107,San Francisco,CA,37.758163,-122.395373,1823557,1477081,2133562,0,Starr King Elementary,Aptos Middle
2146966820,760 Church St # 3,94114,San Francisco,CA,37.758503,-122.428415,1216763,1034249,1423613,0,Harvey Milk Civil Rights Elementary,Everett Middle
2146967560,1097 Howard St UNIT 306,94103,San Francisco,CA,37.777995,-122.408914,755605,672488,816053,0,Daniel Webster Elementary,
2146982180,241 Collingwood St # C,94114,San Francisco,CA,37.758481,-122.435696,872721,776722,986175,0,Harvey Milk Civil Rights Elementary,Everett Middle
2146987900,11 Perego Ter APT 1,94131,San Francisco,CA,37.750695,-122.444621,951747,818502,1084992,0,Clarendon Elementary,Presidio Middle
21699073,1406 S Van Ness Ave,94110,San Francisco,CA,37.750565,-122.41636,1021681,858212,1195367,55,Cesar Chavez Elementary,Everett Middle
23350320,165 Alhambra St,94123,San Francisco,CA,37.801628,-122.438863,1137335,955361,1364802,18,Sherman Elementary,Marina Middle
23350323,1880 Steiner St APT 211,94115,San Francisco,CA,37.786575,-122.43472,573238,504449,647759,8,Sherman Elementary,Marina Middle
23350325,912 Corbett Ave # 3,94131,San Francisco,CA,37.752317,-122.443923,921979,811342,1078715,34,Clarendon Elementary,Presidio Middle
25777255,870 Church St # IT3,94114,San Francisco,CA,37.75691,-122.42827,1396604,1159181,1606095,49,Harvey Milk Civil Rights Elementary,Everett Middle
25777256,2318 25th St,94107,San Francisco,CA,37.75221,-122.401905,865811,744597,995683,48,Starr King Elementary,Aptos Middle
29618476,4358 23rd St,94114,San Francisco,CA,37.752796,-122.43992,1031445,835470,1217105,20,Alvarado Elementary,James Lick Middle
29618617,1880 Steiner St APT 108,94115,San Francisco,CA,37.786575,-122.43472,870705,766220,957775,29,Sherman Elementary,Marina Middle
30795302,1880 Steiner St APT 404,94115,San Francisco,CA,37.786575,-122.43472,1221751,1038488,1405014,49,Sherman Elementary,Marina Middle
35756972,753 Clayton St,94117,San Francisco,CA,37.767864,-122.44852,827840,695386,1001686,16,Grattan Elementary,A. P. Giannini Middle
35972021,1101 Pacific Ave,94133,San Francisco,CA,37.795912,-122.413603,1144299,858224,1407488,38,Gordon J. Lau Elementary,Marina Middle
35972028,2409 Scott St APT 5,94115,San Francisco,CA,37.792297,-122.439897,1999224,1659356,2419061,73,William L. Cobb Elementary,Roosevelt Middle
35972029,318 Arguello Blvd APT 1,94118,San Francisco,CA,37.785201,-122.458777,1168059,1016211,1308226,27,George Peabody Elementary,Roosevelt Middle
35972040,210 Day St # 210,94131,San Francisco,CA,37.743359,-122.4275,965361,839864,1100512,39,Glen Park Elementary,James Lick Middle
37768398,1101 Pacific Ave APT 601,94133,San Francisco,CA,37.795912,-122.413603,1371943,1207310,1536576,49,Gordon J. Lau Elementary,Marina Middle
37768400,2916 Anza St # IT2,94121,San Francisco,CA,37.7785,-122.47961,900020,765017,999022,26,Argonne Elementary,Presidio Middle
37768404,68 Eureka St,94114,San Francisco,CA,37.76127,-122.43864,1231523,1059110,1416251,35,Harvey Milk Civil Rights Elementary,Everett Middle
40372169,4521 25th St # T1,94114,San Francisco,CA,37.749085,-122.43975,1162043,1010977,1394452,29,Alvarado Elementary,James Lick Middle
40372174,1448 La Playa St # 2,94122,San Francisco,CA,37.759365,-122.508755,431562,353881,496296,0,Francis Scott Key Elementary,A. P. Giannini Middle
45648815,295 Church St,94114,San Francisco,CA,37.76628,-122.428561,752454,677209,933043,5,Sanchez Elementary,Everett Middle
46327356,370 29th Ave,94121,San Francisco,CA,37.782397,-122.488867,880683,766194,977558,22,Alamo Elementary,Presidio Middle
46327357,1110 Fulton St,94117,San Francisco,CA,37.777456,-122.435424,1030634,855426,1205842,31,John Muir Elementary,James Lick Middle
48136052,768 Guerrero St,94110,San Francisco,CA,37.758759,-122.423851,1305177,1109400,1448746,85,Harvey Milk Civil Rights Elementary,Everett Middle
49815296,249 Shipley St APT 5,94107,San Francisco,CA,37.77889,-122.403765,749754,652286,839724,32,Daniel Webster Elementary,
49815313,249 Shipley St APT 7,94107,San Francisco,CA,37.77889,-122.403765,581752,517759,651562,10,Daniel Webster Elementary,
49815631,1422 De Haro St # 1,94107,San Francisco,CA,37.751592,-122.400638,1080793,940290,1275336,67,Starr King Elementary,Aptos Middle
49816084,401-403 Ashbury St,94117,San Francisco,CA,37.77169,-122.44746,970038,853633,1076742,27,Grattan Elementary,A. P. Giannini Middle
49816088,1828 Page St,94117,San Francisco,CA,37.770733,-122.450991,954966,802171,1050463,26,Grattan Elementary,A. P. Giannini Middle
49926090,3324 Market St,94114,San Francisco,CA,37.758026,-122.444122,1610122,1416907,1803337,65,Clarendon Elementary,Presidio Middle
49926091,3322 Market St,94114,San Francisco,CA,37.758103,-122.444229,1671320,1454048,1905305,70,Clarendon Elementary,Presidio Middle
49941108,1118 Church St # IT4,94114,San Francisco,CA,37.752965,-122.42791,1412581,1257197,1596217,50,Alvarado Elementary,James Lick Middle
49943741,2409 Scott St APT 4,94115,San Francisco,CA,37.792297,-122.439897,951548,694630,1046703,37,William L. Cobb Elementary,Roosevelt Middle
49943828,145 Magnolia St,94123,San Francisco,CA,37.800543,-122.433661,5294072,4499961,6247005,94,Sherman Elementary,Marina Middle
49943839,3622 20th St,94110,San Francisco,CA,37.758704,-122.421913,1020773,837034,1163681,55,Harvey Milk Civil Rights Elementary,Everett Middle
50124767,3121 Franklin St,94123,San Francisco,CA,37.803321,-122.426927,1566923,1378892,1801961,34,Sherman Elementary,Marina Middle
50205172,438 Locust St,94118,San Francisco,CA,37.787112,-122.451497,1459766,1197008,1707926,56,Sutro Elementary,Roosevelt Middle
50218246,1914 Filbert St APT B,94123,San Francisco,CA,37.798848,-122.431438,1604383,1347682,1812953,36,Sherman Elementary,Marina Middle
50218250,501 Mississippi St # IT1,94107,San Francisco,CA,37.760035,-122.394035,897203,744678,1031783,51,Daniel Webster Elementary,
50449075,1287 Sanchez St,94114,San Francisco,CA,37.74864,-122.429088,1019206,805173,1182279,20,Alvarado Elementary,James Lick Middle
50449077,251 Bartlett St,94110,San Francisco,CA,37.753015,-122.419345,878446,746679,1001428,30,Cesar Chavez Elementary,Everett Middle
50449084,423 Diamond St,94114,San Francisco,CA,37.755555,-122.436358,1711791,1489258,1951442,72,Harvey Milk Civil Rights Elementary,Everett Middle
50449086,757 Page St,94117,San Francisco,CA,37.772429,-122.433172,1134893,987357,1327825,39,Mckinley Elementary,Everett Middle
50449091,2243 Washington St,94115,San Francisco,CA,37.791856,-122.430142,1794837,1507663,2153804,70,Sherman Elementary,Marina Middle
50558876,219 Brannan St UNIT 4C,94107,San Francisco,CA,37.782646,-122.390388,855140,726869,940654,46,Daniel Webster Elementary,
50559363,148 Lower Ter,94114,San Francisco,CA,37.76347,-122.44237,1459215,1254925,1678097,54,Mckinley Elementary,Everett Middle
50559364,158 Lower Ter,94114,San Francisco,CA,37.763472,-122.44245,1535606,1305265,1750591,60,Mckinley Elementary,Everett Middle
50586841,219 Brannan St UNIT 6C,94107,San Francisco,CA,37.782575,-122.390364,862896,785235,923299,47,Daniel Webster Elementary,
50880616,658 10th Ave,94118,San Francisco,CA,37.775949,-122.467879,896354,797755,1003916,13,Frank McCoppin Elementary,Roosevelt Middle
50880624,219 Brannan St UNIT 5C,94107,San Francisco,CA,37.782575,-122.390364,862100,784511,922447,47,Daniel Webster Elementary,
50880629,517 29th St # 2,94131,San Francisco,CA,37.743158,-122.431537,1205236,1036503,1410126,64,Glen Park Elementary,James Lick Middle
50883158,325 Locust St,94118,San Francisco,CA,37.787916,-122.452338,2054398,1643518,2485822,80,Sutro Elementary,Roosevelt Middle
50883165,850 Brunswick St,94112,San Francisco,CA,37.708404,-122.451291,853983,717346,982080,91,Longfellow Elementary,Denman Or Visitacion Valley Middle
50883645,219 Brannan St UNIT 10C,94107,San Francisco,CA,37.782575,-122.390364,882970,794673,935948,50,Daniel Webster Elementary,
50885138,15 Le Conte Cir,94124,San Francisco,CA,37.71772,-122.395224,606230,539545,697164,77,Bret Harte Elementary,James Lick Middle
50885139,88 Le Conte Cir,94124,San Francisco,CA,37.717887,-122.39473,584436,473393,672101,71,Bret Harte Elementary,James Lick Middle
50885143,219 Brannan St UNIT 9K,94107,San Francisco,CA,37.782575,-122.390364,1371969,1221052,1522886,86,Daniel Webster Elementary,
50887782,219 Brannan St UNIT 11K,94107,San Francisco,CA,37.782575,-122.390364,1389119,1277989,1541922,87,Daniel Webster Elementary,
50894950,3423 Divisadero St,94123,San Francisco,CA,37.801198,-122.443404,1571592,1367285,1807331,35,William L. Cobb Elementary,Roosevelt Middle
50894952,2392 Post St,94115,San Francisco,CA,37.784382,-122.441131,883136,794822,989112,31,William L. Cobb Elementary,Roosevelt Middle
50894956,246 2nd St APT 604,94105,San Francisco,CA,37.78575,-122.397404,681210,619901,742519,15,Daniel Webster Elementary,
50894966,643 Pennsylvania Ave,94107,San Francisco,CA,37.758281,-122.392848,1341664,1086748,1489247,85,Daniel Webster Elementary,
50894967,647 Pennsylvania Ave # A,94107,San Francisco,CA,37.758213,-122.392844,1078489,938285,1251047,67,Daniel Webster Elementary,
50894968,649 Pennsylvania Ave,94107,San Francisco,CA,37.758212,-122.392844,1102604,959265,1267995,69,Daniel Webster Elementary,
50903638,945 Lombard St,94133,San Francisco,CA,37.801948,-122.417029,1040004,884003,1185605,31,Yick Wo Elementary,Francisco Middle
50903640,87 States St,94114,San Francisco,CA,37.763164,-122.437011,1287803,1055998,1545364,39,Mckinley Elementary,Everett Middle
50903644,219 Brannan St UNIT 11B,94107,San Francisco,CA,37.782575,-122.390364,655669,583545,701566,18,Daniel Webster Elementary,
51082383,215 Francisco St # IT2,94133,San Francisco,CA,37.805082,-122.408752,803718,707272,916239,14,Garfield Elementary,Francisco Middle
51082384,249 Chestnut St,94133,San Francisco,CA,37.804193,-122.407447,1268883,786707,1801814,44,Garfield Elementary,Francisco Middle
51082386,943 Lombard St,94133,San Francisco,CA,37.801948,-122.417032,1044543,877416,1190779,32,Yick Wo Elementary,Francisco Middle
51082389,1037 Filbert St,94133,San Francisco,CA,37.800188,-122.416534,1014206,892501,1166337,29,Yick Wo Elementary,Francisco Middle
51082395,1281 Vallejo St APT 2,94109,San Francisco,CA,37.797239,-122.418403,637718,542060,733376,22,Yick Wo Elementary,Francisco Middle
51082406,56 Casa Way # 3,94123,San Francisco,CA,37.805739,-122.438965,2270172,1929646,2542593,58,Sherman Elementary,Marina Middle
51082407,1454 Jefferson St,94123,San Francisco,CA,37.805875,-122.436577,1557393,1292636,1806576,34,Sherman Elementary,Marina Middle
51082422,2150 Filbert St,94123,San Francisco,CA,37.798377,-122.434928,1221678,952909,1392713,20,Sherman Elementary,Marina Middle
51082423,1452 Filbert St,94109,San Francisco,CA,37.799998,-122.423329,1621231,1345622,1945477,79,Yick Wo Elementary,Francisco Middle
51082424,2507 Polk St,94109,San Francisco,CA,37.799873,-122.422836,910993,792564,1002092,47,Yick Wo Elementary,Francisco Middle
51082428,2511 Polk St,94109,San Francisco,CA,37.799873,-122.422836,1036451,860254,1233377,56,Yick Wo Elementary,Francisco Middle
51082429,3038 Steiner St,94123,San Francisco,CA,37.797481,-122.436984,2667970,2347814,3041486,68,Sherman Elementary,Marina Middle
51174976,146 Lower Ter,94114,San Francisco,CA,37.763469,-122.442364,1059540,911204,1271448,22,Mckinley Elementary,Everett Middle
51174981,219 Brannan St UNIT 2B,94107,San Francisco,CA,37.782575,-122.390364,931613,801187,1062039,55,Daniel Webster Elementary,
51174989,219 Brannan St UNIT 14A,94107,San Francisco,CA,37.782575,-122.390364,786019,715277,903922,37,Daniel Webster Elementary,
51174992,219 Brannan St UNIT 15C,94107,San Francisco,CA,37.782575,-122.390364,884561,796105,928789,50,Daniel Webster Elementary,
52149935,219 Brannan St UNIT 2D,94107,San Francisco,CA,37.782575,-122.390364,1244765,1120289,1356794,80,Daniel Webster Elementary,
52149938,219 Brannan St UNIT 14H,94107,San Francisco,CA,37.782575,-122.390364,1043765,908076,1189892,64,Daniel Webster Elementary,
52273843,40 Walter St,94114,San Francisco,CA,37.768491,-122.43267,944407,812190,1076624,16,Mckinley Elementary,Everett Middle
52273847,246 2nd St APT 1403,94105,San Francisco,CA,37.78575,-122.397404,894616,796208,957239,41,Daniel Webster Elementary,
52355636,354 24th Ave # 2,94121,San Francisco,CA,37.782913,-122.483535,962301,837202,1125892,37,Alamo Elementary,Presidio Middle
52355639,219 Brannan St UNIT 12A,94107,San Francisco,CA,37.782575,-122.390364,886110,762055,965860,50,Daniel Webster Elementary,
52410316,117 Frederick St # A,94117,San Francisco,CA,37.767076,-122.445617,747386,650226,844546,10,Mckinley Elementary,Everett Middle
